1st gen and 3GS: 135 g (4.8 oz)
3G: 133 g (4.7 oz)
4: 137 g (4.8 oz)
4S: 140 g (4.9 oz)
5 and 5S:112 g (4.0 oz)
5C: 132 g (4.7 oz)
6: 129 g (4.6 oz)
6 Plus: 172 g (6.1 oz)
6S: 143 g (5.0 oz)
6S Plus: 192 g (6.8 oz)
SE: 113 g (4.0 oz)
7: 138 g (4.9 oz)
7 Plus: 188 g (6.6 oz)
8: 148 g (5.2 oz)
8 Plus: 202 g (7.1 oz)
X: 174 g (6.1 oz)
XS: 177 g (6.2 oz)
XS Max: 208 g (7.3 oz)
XR and 11: 194 g (6.8 oz)
11 Pro: 188 g (6.6 oz)
11 Pro Max: 226 g (8.0 oz)
